,PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
4650,Ben Moa,Ben,Moa,WDE,2012,2414,2,0.7657,San Diego State,San Diego,CA,32.7174209,-117.1627714,Kearny
4651,Sal Arceo,Sal,Arceo,OLB,2012,3025,2,0.7,Northern Illinois,San Diego,CA,32.7174209,-117.1627714,Mt. Carmel
4652,Jamell Fleming,Jamell,Fleming,CB,2007,274,3,0.8844,Oklahoma,Arlington,TX,32.701939,-97.10571494,Seguin
4653,Bradley Haynes,Bradley,Haynes,WR,2007,860,3,0.8333,SMU,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4654,Kendall Irving,Kendall,Irving,WR,2007,1085,3,0.8181,Missouri,Arlington,TX,32.701939,-97.10571494,Seguin
4655,Jonathan Clark,Jonathan,Clark,CB,2007,1100,3,0.8163,Arizona State,Arlington,TX,32.701939,-97.10571494,Seguin
4656,Kris Gardner,Kris,Gardner,SDE,2007,1121,3,0.8132,TCU,Arlington,TX,32.701939,-97.10571494,Grace Preparatory Academy
4657,Kenny Sims,Kenny,Sims,ILB,2007,1135,3,0.8118,Tulsa,Arlington,TX,32.701939,-97.10571494,Seguin
4658,Donte Neal,Donte,Neal,S,2007,1292,3,0.8021,Missouri,Arlington,TX,32.701939,-97.10571494,Seguin
4659,Julian Herron,Julian,Herron,OLB,2007,1420,2,0.7889,SMU,Arlington,TX,32.701939,-97.10571494,Bowie
4660,Chris Jones,Chris,Jones,S,2007,1608,2,0.7667,Rice,Arlington,TX,32.701939,-97.10571494,Bowie
4661,J.T. Brooks,J.T.,Brooks,OT,2007,1670,2,0.7667,SMU,Arlington,TX,32.701939,-97.10571494,Martin
4662,Adley Eshraghipour,Adley,Eshraghipour,OG,2007,1971,2,0.7222,UNLV,Arlington,TX,32.701939,-97.10571494,James Martin
4663,Kris Cavitt,Kris,Cavitt,DT,2007,2113,2,0.7222,Louisiana Tech,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4664,Antoine Hicks,Antoine,Hicks,ATH,2008,163,4,0.9265,Texas,Arlington,TX,32.701939,-97.10571494,Mansfield Timberview
4665,DeAundre Brown,DeAundre,Brown,WR,2008,587,3,0.8622,Tulsa,Arlington,TX,32.701939,-97.10571494,Seguin
4666,Marcus Cromartie,Marcus,Cromartie,CB,2008,637,3,0.859,Wisconsin,Arlington,TX,32.701939,-97.10571494,Mansfield Timberview
4667,Kip Edwards,Kip,Edwards,CB,2008,688,3,0.8556,Missouri,Arlington,TX,32.701939,-97.10571494,Bowie
4668,David Cato,David,Cato,S,2008,709,3,0.8542,Iowa,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4669,Ter'Ran Benton,Ter'Ran,Benton,CB,2008,787,3,0.8479,Iowa State,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4670,Chandler Spence,Chandler,Spence,TE,2008,868,3,0.8399,Louisiana Tech,Arlington,TX,32.701939,-97.10571494,Lamar
4671,Roddy Maginot,Roddy,Maginot,WR,2008,873,3,0.8399,Rice,Arlington,TX,32.701939,-97.10571494,Bowie
4672,Lane Taylor,Lane,Taylor,OG,2008,906,3,0.8372,Oklahoma State,Arlington,TX,32.701939,-97.10571494,Martin
4673,Eric Mebane,Eric,Mebane,WDE,2008,1093,3,0.8243,Purdue,Arlington,TX,32.701939,-97.10571494,Bowie
4674,Mohammed Usman,Mohammed,Usman,SDE,2008,1259,3,0.8111,Houston,Arlington,TX,32.701939,-97.10571494,Bowie
4675,Marcus McGraw,Marcus,McGraw,OLB,2008,1378,2,0.7913,Houston,Arlington,TX,32.701939,-97.10571494,Bowie
4676,Jeremi Mathis,Jeremi,Mathis,RB,2008,1558,2,0.7708,North Texas,Arlington,TX,32.701939,-97.10571494,Martin
4677,Bryon Steele,Bryon,Steele,WR,2008,1591,2,0.7667,Colorado State,Arlington,TX,32.701939,-97.10571494,Lamar
4678,Jared Edwards,Jared,Edwards,SDE,2008,1643,2,0.7667,Baylor,Arlington,TX,32.701939,-97.10571494,Mansfield Timberview
4679,Joe Hawthorne,Joe,Hawthorne,DT,2008,1845,2,0.7444,North Texas,Arlington,TX,32.701939,-97.10571494,Martin
4680,Andre Robinson,Andre,Robinson,S,2008,2026,2,0.7,Idaho,Arlington,TX,32.701939,-97.10571494,Bowie
4681,Tevinn Cantly,Tevinn,Cantly,DT,2008,2041,2,0.7,North Texas,Arlington,TX,32.701939,-97.10571494,Arlington
4682,Graham Whinery,Graham,Whinery,OT,2008,2079,2,0.7,Buffalo,Arlington,TX,32.701939,-97.10571494,Martin
4683,Derek Clark,Derek,Clark,WR,2008,2138,2,0.7,Rice,Arlington,TX,32.701939,-97.10571494,Bowie
4684,Eric Stephens,Eric,Stephens,RB,2009,268,4,0.8993,Texas Tech,Arlington,TX,32.701939,-97.10571494,Mansfield Timberview
4685,Nosa Eguae,Nosa,Eguae,SDE,2009,502,3,0.8733,Auburn,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4686,Dexter Linton,Dexter,Linton,S,2009,599,3,0.867,Kansas,Arlington,TX,32.701939,-97.10571494,Bowie
4687,Chris Omigie,Chris,Omigie,WR,2009,697,3,0.8622,Kansas,Arlington,TX,32.701939,-97.10571494,Martin
4688,Christian Matthews,Christian,Matthews,DUAL,2009,1140,3,0.8389,Kansas,Arlington,TX,32.701939,-97.10571494,Bowie
4689,Jarrett Brown,Jarrett,Brown,SDE,2009,1257,3,0.8333,Oklahoma,Arlington,TX,32.701939,-97.10571494,Bowie
4690,Jordan Selexman,Jordan,Selexman,WR,2009,1713,2,0.7889,Louisiana-Monroe,Arlington,TX,32.701939,-97.10571494,Bowie
4691,Aaron Burkes,Aaron,Burkes,WR,2009,1724,2,0.7889,Boise State,Arlington,TX,32.701939,-97.10571494,Mansfield Timberview
4692,Sharman Brown,Sharman,Brown,WR,2009,1948,2,0.7667,Louisiana Tech,Arlington,TX,32.701939,-97.10571494,Mansfield Timberview
4693,Loyd Bradley,Loyd,Bradley,CB,2009,2193,2,0.7222,Air Force,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4694,Carl Jones,Carl,Jones,DT,2009,2230,2,0.7,Ohio,Arlington,TX,32.701939,-97.10571494,Sam Houston
4695,Jevin Colbert,Jevin,Colbert,CB,2009,2273,2,0.7,Buffalo,Arlington,TX,32.701939,-97.10571494,Arlington
4696,Luke Joeckel,Luke,Joeckel,OT,2010,54,4,0.9726,Texas A&M,Arlington,TX,32.701939,-97.10571494,Arlington
4697,Ross Apo,Ross,Apo,WR,2010,138,4,0.9375,Brigham Young,Arlington,TX,32.701939,-97.10571494,The Oakridge School
4698,Diamonte Wheeler,Diamonte,Wheeler,DT,2010,506,3,0.8733,Oklahoma State,Arlington,TX,32.701939,-97.10571494,Bowie
4699,Ja'Terian Douglas,Ja'Terian,Douglas,RB,2010,528,3,0.8733,Tulsa,Arlington,TX,32.701939,-97.10571494,Lamar
4700,Donovan Vestal,Donovan,Vestal,SDE,2010,533,3,0.8733,Nebraska,Arlington,TX,32.701939,-97.10571494,Bowie
4701,Matt Joeckel,Matt,Joeckel,DUAL,2010,552,3,0.8701,Texas A&M,Arlington,TX,32.701939,-97.10571494,Arlington
4702,Ciante Evans,Ciante,Evans,CB,2010,562,3,0.8701,Nebraska,Arlington,TX,32.701939,-97.10571494,Seguin
4703,Montra Nelson,Montra,Nelson,WR,2010,746,3,0.8622,Oklahoma State,Arlington,TX,32.701939,-97.10571494,Bowie
4704,Eric Waters,Eric,Waters,TE,2010,846,3,0.859,Missouri,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4705,Tayo Fabuluje Jr.,Tayo,Fabuluje Jr.,SDE,2010,960,3,0.8556,Brigham Young,Arlington,TX,32.701939,-97.10571494,The Oakridge School
4706,Donavan Johnson,Donavan,Johnson,DT,2010,1173,3,0.8454,Iowa,Arlington,TX,32.701939,-97.10571494,Martin
4707,Langston Williams,Langston,Williams,WR,2010,1430,3,0.8333,Houston,Arlington,TX,32.701939,-97.10571494,Bowie
4708,Teu Kautai,Teu,Kautai,OLB,2010,1854,3,0.8111,Brigham Young,Arlington,TX,32.701939,-97.10571494,The Oakridge School
4709,Jamal Turner,Jamal,Turner,WR,2011,65,4,0.9666,Nebraska,Arlington,TX,32.701939,-97.10571494,Sam Houston
4710,Danzel Williams,Danzel,Williams,APB,2011,239,4,0.9,Oklahoma,Arlington,TX,32.701939,-97.10571494,Martin
4711,Tony Morales,Tony,Morales,OG,2011,250,4,0.8985,Texas Tech,Arlington,TX,32.701939,-97.10571494,Sam Houston
4712,Deryck Gildon,Deryck,Gildon,OLB,2011,351,3,0.8772,TCU,Arlington,TX,32.701939,-97.10571494,Martin
4713,Devonta Burns,Devonta,Burns,S,2011,357,3,0.8762,Texas A&M,Arlington,TX,32.701939,-97.10571494,Martin
4714,Kameel Jackson,Kameel,Jackson,WR,2011,358,3,0.8761,Oklahoma,Arlington,TX,32.701939,-97.10571494,Sam Houston
4715,Miles Onyegbule,Miles,Onyegbule,WR,2011,360,3,0.8757,Texas,Arlington,TX,32.701939,-97.10571494,Arlington
4716,Laderice Sanders,Laderice,Sanders,ILB,2011,571,3,0.8584,TCU,Arlington,TX,32.701939,-97.10571494,Arlington
4717,Alfredo Morales,Alfredo,Morales,OG,2011,629,3,0.8559,Texas Tech,Arlington,TX,32.701939,-97.10571494,Sam Houston
4718,Quentin Sargent,Quentin,Sargent,S,2011,790,3,0.8466,N/A,Arlington,TX,32.701939,-97.10571494,Bowie
4719,Damon Martin,Damon,Martin,OT,2011,854,3,0.8428,Kansas,Arlington,TX,32.701939,-97.10571494,Arlington
4720,Russell Bellomy,Russell,Bellomy,PRO,2011,874,3,0.8416,Michigan,Arlington,TX,32.701939,-97.10571494,Martin
4721,Chaz Sampson,Chaz,Sampson,WR,2011,1018,3,0.8333,N/A,Arlington,TX,32.701939,-97.10571494,Mansfield Timberview
4722,Michael Amaefula,Michael,Amaefula,WDE,2011,1178,3,0.8221,Minnesota,Arlington,TX,32.701939,-97.10571494,Bowie
4723,Josh Greer,Josh,Greer,PRO,2011,1658,2,0.7791,UAB,Arlington,TX,32.701939,-97.10571494,Arlington
4724,Lewis Washington,Lewis,Washington,RB,2011,1871,2,0.7667,N/A,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4725,Tracy Smith,Tracy,Smith,CB,2011,2006,2,0.7667,N/A,Arlington,TX,32.701939,-97.10571494,Lamar
4726,Tyrone Darling,Tyrone,Darling,OLB,2011,2398,2,0.7333,UTEP,Arlington,TX,32.701939,-97.10571494,Seguin
4727,Chaz Simpson,Chaz,Simpson,WR,2011,2656,2,0.7,North Texas,Arlington,TX,32.701939,-97.10571494,Mansfield Timberview
4728,Devonte Fields,Devonte,Fields,SDE,2012,115,4,0.9497,TCU,Arlington,TX,32.701939,-97.10571494,Martin
4729,Stephen Amoako,Stephen,Amoako,CB,2012,536,3,0.8765,Oregon,Arlington,TX,32.701939,-97.10571494,Martin
4730,Kolby Listenbee,Kolby,Listenbee,ATH,2012,542,3,0.8762,TCU,Arlington,TX,32.701939,-97.10571494,Bowie
4731,Russell Hansbrough,Russell,Hansbrough,RB,2012,552,3,0.8755,Missouri,Arlington,TX,32.701939,-97.10571494,Bowie
4732,Eric Amoako,Eric,Amoako,S,2012,821,3,0.8534,Oregon,Arlington,TX,32.701939,-97.10571494,Martin
4733,Jessie Rogers,Jessie,Rogers,SDE,2012,895,3,0.8482,North Carolina,Arlington,TX,32.701939,-97.10571494,Bowie
4734,Micah Awe,Micah,Awe,OLB,2012,939,3,0.8453,Texas Tech,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4735,Tavarreon Dickerson,Tavarreon,Dickerson,APB,2012,995,3,0.842,Utah State,Arlington,TX,32.701939,-97.10571494,Arlington
4736,Devonte Richardson,Devonte,Richardson,DT,2012,1122,3,0.8356,UTEP,Arlington,TX,32.701939,-97.10571494,Seguin
4737,Steven Aikens,Steven,Aikens,OLB,2012,1246,3,0.8278,Houston,Arlington,TX,32.701939,-97.10571494,Seguin
4738,Steven Baggett,Steven,Baggett,OG,2012,1312,3,0.8225,Boise State,Arlington,TX,32.701939,-97.10571494,Arlington
4739,Demonte Hood,Demonte,Hood,DT,2012,1448,3,0.8149,Kansas State,Arlington,TX,32.701939,-97.10571494,Bowie
4740,Joshua Atkinson,Joshua,Atkinson,WR,2012,1525,3,0.8111,Tulsa,Arlington,TX,32.701939,-97.10571494,The Oakridge School
4741,Jaden Oberkrom,Jaden,Oberkrom,K,2012,1644,3,0.8049,TCU,Arlington,TX,32.701939,-97.10571494,James Martin
4742,Daniel Montiel,Daniel,Montiel,TE,2012,2515,2,0.7583,Memphis,Arlington,TX,32.701939,-97.10571494,Arlington
4743,Mustafa Haboul,Mustafa,Haboul,DT,2012,2852,2,0.7333,North Texas,Arlington,TX,32.701939,-97.10571494,Martin
4744,Connor Trussell,Connor,Trussell,OT,2012,2875,2,0.7333,North Texas,Arlington,TX,32.701939,-97.10571494,James Martin
4745,Bryan Ohene,Bryan,Ohene,OLB,2012,2877,2,0.7333,Colorado State,Arlington,TX,32.701939,-97.10571494,Mansfield Summit
4746,Jazzmen Guy,Jazzmen,Guy,SDE,2007,275,3,0.8844,Mississippi State,Hazlehurst,MS,31.8604382,-90.3959255,Hazlehurst
4747,Dale Martin,Dale,Martin,RB,2007,276,3,0.8844,Louisville,Bolingbrook,IL,41.7003302,-88.0717708,Bolingbrook
4748,Erik Smith,Erik,Smith,RB,2008,800,3,0.8462,Wisconsin,Bolingbrook,IL,41.7003302,-88.0717708,Bolingbrook
4749,Dan Zotto,Dan,Zotto,WDE,2009,1675,2,0.7958,Air Force,Bolingbrook,IL,41.7003302,-88.0717708,Victor J Andrew
4750,Mike Hellams,Mike,Hellams,OLB,2010,945,3,0.8556,Northern Illinois,Bolingbrook,IL,41.7003302,-88.0717708,Bolingbrook
4751,Jamel Martin,Jamel,Martin,RB,2010,1599,3,0.8274,Bowling Green,Bolingbrook,IL,41.7003302,-88.0717708,Bolingbrook
4752,Garrett Parker,Garrett,Parker,OT,2010,1647,3,0.8212,Eastern Michigan,Bolingbrook,IL,41.7003302,-88.0717708,Victor J Andrew
4753,Jeremy Curry,Jeremy,Curry,WDE,2010,2037,2,0.7889,Eastern Michigan,Bolingbrook,IL,41.7003302,-88.0717708,Bolingbrook
4754,Tony Durkin,Tony,Durkin,OC,2011,1080,3,0.8316,Illinois,Bolingbrook,IL,41.7003302,-88.0717708,Victor J Andrew
4755,Chris O'Connor,Chris,O'Connor,SDE,2011,1202,3,0.8206,Illinois,Bolingbrook,IL,41.7003302,-88.0717708,Victor J Andrew
4756,Antonio Morrison,Antonio,Morrison,ILB,2012,344,4,0.8947,Florida,Bolingbrook,IL,41.7003302,-88.0717708,Bolingbrook
4757,Robert Bain,Robert,Bain,OG,2012,1279,3,0.8252,Illinois,Bolingbrook,IL,41.7003302,-88.0717708,Bolingbrook
4758,Grant Freeman,Grant,Freeman,OT,2007,277,3,0.8844,Arkansas,Paris,AR,35.2920325,-93.7299173,Paris
4759,Ryan Broyles,Ryan,Broyles,WR,2007,280,3,0.8844,Oklahoma,Norman,OK,35.2225717,-97.4394816,Norman
4760,K.J. Williams,K.J.,Williams,SDE,2008,461,3,0.8764,Texas A&M,Norman,OK,35.2225717,-97.4394816,Norman North
4761,Beau Blankenship,Beau,Blankenship,RB,2009,987,3,0.8479,Iowa State,Norman,OK,35.2225717,-97.4394816,Norman North
4762,Jack Jewell,Jack,Jewell,DT,2009,1316,3,0.8288,Tulsa,Norman,OK,35.2225717,-97.4394816,Norman
4763,Nathan Badger,Nathan,Badger,DT,2009,1693,2,0.7896,Air Force,Norman,OK,35.2225717,-97.4394816,Norman North
4764,Tyler Tettleton,Tyler,Tettleton,DUAL,2009,1728,2,0.7889,Ohio,Norman,OK,35.2225717,-97.4394816,Norman North
4765,Daniel Davis,Daniel,Davis,WDE,2011,1388,3,0.8066,N/A,Norman,OK,35.2225717,-97.4394816,Norman North
4766,Zachary Johnson,Zachary,Johnson,OT,2011,2039,2,0.7593,Houston,Norman,OK,35.2225717,-97.4394816,Norman
4767,Donovan Roberts,Donovan,Roberts,RB,2012,469,3,0.8808,Arkansas,Norman,OK,35.2225717,-97.4394816,Norman
4768,George Kittle,George,Kittle,WR,2012,1535,3,0.8105,Iowa,Norman,OK,35.2225717,-97.4394816,Norman
4769,Terence Kerns,Terence,Kerns,RB,2007,281,3,0.8844,West Virginia,Frederick,MD,39.4142186,-77.4109269,Governor Thomas Johnson
4770,Imani Chatman,Imani,Chatman,OLB,2008,2018,2,0.7,Buffalo,Frederick,MD,39.4142186,-77.4109269,Frederick
4771,Dominic Clarke,Dominic,Clarke,CB,2009,287,4,0.8952,Ohio State,Frederick,MD,39.4142186,-77.4109269,Frederick
4772,D.J. Scott,D.J.,Scott,ATH,2009,1530,3,0.8111,Central Michigan,Frederick,MD,39.4142186,-77.4109269,Governor Thomas Johnson
4773,Nick Forbes,Nick,Forbes,ILB,2010,173,4,0.9251,California,Frederick,MD,39.4142186,-77.4109269,Johnson
4774,Zach Zwinak,Zach,Zwinak,FB,2010,401,3,0.8838,Penn State,Frederick,MD,39.4142186,-77.4109269,Linganore
4775,Rob Havenstein,Rob,Havenstein,OG,2010,649,3,0.8653,Wisconsin,Frederick,MD,39.4142186,-77.4109269,Linganore
4776,Jeremy Grove,Jeremy,Grove,OLB,2010,1589,3,0.8274,East Carolina,Frederick,MD,39.4142186,-77.4109269,Johnson
4777,Dwaye Randall,Dwaye,Randall,RB,2011,2284,2,0.7333,Army,Frederick,MD,39.4142186,-77.4109269,Linganore
4778,Joe Riddle,Joe,Riddle,RB,2012,1695,3,0.8018,Maryland,Frederick,MD,39.4142186,-77.4109269,Linganore
4779,Jalen Gee,Jalen,Gee,WR,2012,1795,2,0.7958,N/A,Frederick,MD,39.4142186,-77.4109269,Frederick
4780,Nate Hairston,Nate,Hairston,ATH,2012,2948,2,0.7331,Temple,Frederick,MD,39.4142186,-77.4109269,Johnson
4781,Chris Lett,Chris,Lett,CB,2007,282,3,0.8844,Alabama,Pensacola,FL,30.421309,-87.2169149,Pensacola
4782,Terrell McClain,Terrell,McClain,DT,2007,464,3,0.8622,USF,Pensacola,FL,30.421309,-87.2169149,Pensacola
4783,Kyle Coulahan,Kyle,Coulahan,OT,2007,566,3,0.8545,Auburn,Pensacola,FL,30.421309,-87.2169149,Pensacola Catholic
4784,Lawrence Young,Lawrence,Young,OLB,2007,1076,3,0.8188,UCF,Pensacola,FL,30.421309,-87.2169149,Woodham
4785,Dakota Merritt,Dakota,Merritt,OT,2007,1268,3,0.8056,Mississippi State,Pensacola,FL,30.421309,-87.2169149,West Florida Tech
4786,Michael Taylor,Michael,Taylor,K,2007,1459,2,0.788,Troy,Pensacola,FL,30.421309,-87.2169149,Washington
4787,Patrick Richardson III,Patrick,Richardson III,WR,2007,1519,2,0.7736,USF,Pensacola,FL,30.421309,-87.2169149,Woodham
4788,Cedric Richardson,Cedric,Richardson,RB,2007,1961,2,0.7222,Louisiana-Monroe,Pensacola,FL,30.421309,-87.2169149,Woodham
4789,LaDarius Green,LaDarius,Green,WR,2008,1664,2,0.7667,Louisiana-Lafayette,Pensacola,FL,30.421309,-87.2169149,Washington
4790,Keldric White,Keldric,White,DUAL,2008,2048,2,0.7,Louisiana-Lafayette,Pensacola,FL,30.421309,-87.2169149,Pensacola
4791,Jesse Broadnax,Jesse,Broadnax,OLB,2008,2066,2,0.7,Louisiana-Lafayette,Pensacola,FL,30.421309,-87.2169149,Pine Forest
4792,Trent Richardson,Trent,Richardson,RB,2009,6,5,0.9972,Alabama,Pensacola,FL,30.421309,-87.2169149,Escambia
4793,Anthony Hill,Anthony,Hill,DT,2009,1166,3,0.8377,USF,Pensacola,FL,30.421309,-87.2169149,Pensacola
4794,Jerome McClain,Jerome,McClain,DT,2010,2213,2,0.7667,Florida Atlantic,Pensacola,FL,30.421309,-87.2169149,Pensacola
4795,LaMarcus Farmer,LaMarcus,Farmer,CB,2010,2462,2,0.7,N/A,Pensacola,FL,30.421309,-87.2169149,Pensacola
4796,D.J. Pettway,D.J.,Pettway,WDE,2011,209,4,0.9076,Alabama,Pensacola,FL,30.421309,-87.2169149,Pensacola Catholic
4797,Loucheiz Purifoy,Loucheiz,Purifoy,CB,2011,261,4,0.8955,Florida,Pensacola,FL,30.421309,-87.2169149,Pine Forest
4798,Demarius Rancifer,Demarius,Rancifer,OLB,2011,766,3,0.8475,Kentucky,Pensacola,FL,30.421309,-87.2169149,Pensacola Catholic
4799,James Elliott,James,Elliott,OG,2011,1031,3,0.8333,Kentucky,Pensacola,FL,30.421309,-87.2169149,Pensacola Catholic
4800,Shaun White,Shaun,White,DUAL,2011,1517,2,0.7933,Middle Tennessee State,Pensacola,FL,30.421309,-87.2169149,Pensacola Catholic
4801,Cordivido Grice,Cordivido,Grice,OLB,2011,1926,2,0.7667,South Alabama,Pensacola,FL,30.421309,-87.2169149,Pensacola
4802,Marquis Sumler,Marquis,Sumler,RB,2011,2019,2,0.7632,Western Kentucky,Pensacola,FL,30.421309,-87.2169149,Pensacola Catholic
4803,Jalen Spencer,Jalen,Spencer,ATH,2012,1427,3,0.816,USF,Pensacola,FL,30.421309,-87.2169149,Pensacola
4804,Colby Watson,Colby,Watson,OT,2012,1541,3,0.8101,UCF,Pensacola,FL,30.421309,-87.2169149,Pine Forest
4805,Stanley Tart,Stanley,Tart,TE,2012,1686,3,0.8023,Southern Miss,Pensacola,FL,30.421309,-87.2169149,Escambia
4806,Luke Adams,Luke,Adams,WDE,2012,1720,3,0.8004,UCF,Pensacola,FL,30.421309,-87.2169149,Pensacola Catholic
4807,Damarius Travis,Damarius,Travis,S,2012,1729,3,0.8,Minnesota,Pensacola,FL,30.421309,-87.2169149,Pensacola
4808,LaDarion Young,LaDarion,Young,ATH,2012,1737,3,0.7999,Georgia State,Pensacola,FL,30.421309,-87.2169149,Pensacola Catholic
4809,La'Derick Black,La'Derick,Black,WR,2012,2550,2,0.7581,N/A,Pensacola,FL,30.421309,-87.2169149,Pensacola
4810,Jimmy Threat,Jimmy,Threat,RB,2012,3082,1,0.6998,N/A,Pensacola,FL,30.421309,-87.2169149,Pensacola
4811,Terrance Pritchett,Terrance,Pritchett,OLB,2007,283,3,0.8844,Oregon,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4812,Christian Tupou,Christian,Tupou,SDE,2007,395,3,0.8719,USC,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4813,Devan Cunningham,Devan,Cunningham,OT,2007,452,3,0.8639,Fresno State,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4814,Tim Lang,Tim,Lang,S,2007,884,3,0.8333,Fresno State,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4815,Jevon Stallworth,Jevon,Stallworth,CB,2007,1968,2,0.7222,Fresno State,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4816,Steven Christian,Steven,Christian,CB,2008,855,3,0.8417,Hawaii,Sacramento,CA,38.5815719,-121.4943996,John F. Kennedy
4817,Greg Grimes,Greg,Grimes,DT,2008,1286,3,0.8104,Boise State,Sacramento,CA,38.5815719,-121.4943996,Inderkum
4818,Alfred Kikau,Alfred,Kikau,S,2008,2083,2,0.7,Utah State,Sacramento,CA,38.5815719,-121.4943996,Rio Americano
4819,Eric Pinkins,Eric,Pinkins,S,2009,766,3,0.859,San Diego State,Sacramento,CA,38.5815719,-121.4943996,Inderkum
4820,Jordan Wallace,Jordan,Wallace,S,2009,1890,2,0.7667,Washington,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4821,Kipeli Koniseti,Kipeli,Koniseti,OLB,2009,2072,2,0.7444,Arizona State,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4822,Jeremiah Toma,Jeremiah,Toma,OLB,2009,2203,2,0.7,Fresno State,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4823,Terrance Mitchell,Terrance,Mitchell,CB,2010,559,3,0.8701,Oregon,Sacramento,CA,38.5815719,-121.4943996,Luther Burbank
4824,Asante-Jabari Cleveland,Asante-Jabari,Cleveland,TE,2010,1393,3,0.8345,Miami,Sacramento,CA,38.5815719,-121.4943996,Christian Brothers
4825,Devontae Butler,Devontae,Butler,RB,2010,2122,2,0.7821,Washington State,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4826,Demetrius Williams,Demetrius,Williams,WR,2010,2287,2,0.7667,Idaho,Sacramento,CA,38.5815719,-121.4943996,Inderkum
4827,Viliami Moala,Viliami,Moala,DT,2011,48,4,0.9737,California,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4828,James Sample,James,Sample,S,2011,185,4,0.9174,Washington,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4829,Darryl Paulo,Darryl,Paulo,ILB,2011,930,3,0.8381,Washington State,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4830,Puka Lopa,Puka,Lopa,SDE,2011,1243,3,0.8168,California,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4831,Bryan Lane,Bryan,Lane,ILB,2011,2493,2,0.7333,Nevada,Sacramento,CA,38.5815719,-121.4943996,Christian Brothers
4832,Nathan Falo,Nathan,Falo,OG,2011,2552,2,0.7333,San Jose State,Sacramento,CA,38.5815719,-121.4943996,Inderkum
4833,Shaq Thompson,Shaq,Thompson,S,2012,4,5,0.9978,Washington,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4834,Nate Iese,Nate,Iese,ATH,2012,942,3,0.8453,UCLA,Sacramento,CA,38.5815719,-121.4943996,Sheldon
4835,Antonio Perez,Antonio,Perez,OLB,2012,2543,2,0.7581,Idaho,Sacramento,CA,38.5815719,-121.4943996,Sheldon
4836,Charles Faraimo,Charles,Faraimo,DT,2012,2656,2,0.7481,Nevada,Sacramento,CA,38.5815719,-121.4943996,Grant Union
4837,Jason Barnes,Jason,Barnes,WR,2007,284,3,0.8844,South Carolina,Charlotte,NC,35.2270869,-80.8431268,Independence
4838,Kourtnei Brown,Kourtnei,Brown,WDE,2007,415,3,0.8688,Clemson,Charlotte,NC,35.2270869,-80.8431268,Victory Christian Center School
4839,Steven Howard,Steven,Howard,WR,2007,505,3,0.8576,N.C. State,Charlotte,NC,35.2270869,-80.8431268,Renaissance Olympic
4840,Justin Byers,Justin,Byers,S,2007,632,3,0.851,N.C. State,Charlotte,NC,35.2270869,-80.8431268,Zebulon B. Vance
4841,Chris Hinkebein,Chris,Hinkebein,K,2007,802,3,0.8368,Virginia,Charlotte,NC,35.2270869,-80.8431268,Providence
4842,Max Gruder,Max,Gruder,ILB,2007,1114,3,0.8146,Pittsburgh,Charlotte,NC,35.2270869,-80.8431268,Charlotte Country Day
4843,Henry Lawson,Henry,Lawson,OG,2007,1125,3,0.8132,N.C. State,Charlotte,NC,35.2270869,-80.8431268,Charlotte Catholic
4844,Dominic Magazu,Dominic,Magazu,WR,2007,1131,3,0.8118,Boston College,Charlotte,NC,35.2270869,-80.8431268,Providence
4845,Ben Herlocker,Ben,Herlocker,FB,2007,1358,2,0.7892,East Carolina,Charlotte,NC,35.2270869,-80.8431268,Charlotte Catholic
4846,D.J. McFadden,D.J.,McFadden,PRO,2007,1461,2,0.7878,East Carolina,Charlotte,NC,35.2270869,-80.8431268,Independence
4847,T.J. Drakeford,T.J.,Drakeford,CB,2007,1874,2,0.7444,Marshall,Charlotte,NC,35.2270869,-80.8431268,Independence
4848,Makiri Pugh,Makiri,Pugh,S,2008,454,3,0.8764,Georgia,Charlotte,NC,35.2270869,-80.8431268,Independence
