,PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
4849,Andrew Wallace,Andrew,Wallace,OT,2008,476,3,0.8733,N.C. State,Charlotte,NC,35.2270869,-80.8431268,Renaissance Olympic
4850,Braden Hanson,Braden,Hanson,PRO,2008,887,3,0.8385,North Carolina,Charlotte,NC,35.2270869,-80.8431268,Charlotte Latin School
4851,Mario Carter,Mario,Carter,TE,2008,1083,3,0.8271,N.C. State,Charlotte,NC,35.2270869,-80.8431268,Independence
4852,Josh Hunter,Josh,Hunter,CB,2009,252,4,0.9026,North Carolina,Charlotte,NC,35.2270869,-80.8431268,Mallard Creek
4853,Curtis Porter,Curtis,Porter,DT,2009,400,3,0.8826,Miami,Charlotte,NC,35.2270869,-80.8431268,Victory Christian Center School
4854,Tucker Windle,Tucker,Windle,OLB,2009,587,3,0.8684,Virginia,Charlotte,NC,35.2270869,-80.8431268,Charlotte Catholic
4855,Spencer Shuey,Spencer,Shuey,ILB,2009,653,3,0.8639,Clemson,Charlotte,NC,35.2270869,-80.8431268,South Mecklenburg
4856,Sylvester Crawford,Sylvester,Crawford,WDE,2009,1017,3,0.8479,N.C. State,Charlotte,NC,35.2270869,-80.8431268,Northside Christian Academy
4857,Zico Pasut,Zico,Pasut,TE,2009,1158,3,0.8385,East Carolina,Charlotte,NC,35.2270869,-80.8431268,Ardrey Kell
4858,Ed Tinker,Ed,Tinker,WR,2009,1165,3,0.8377,Pittsburgh,Charlotte,NC,35.2270869,-80.8431268,North Carolina Tech
4859,Ross Cockrell,Ross,Cockrell,CB,2009,1260,3,0.8333,Duke,Charlotte,NC,35.2270869,-80.8431268,Charlotte Latin School
4860,Justin Foxx,Justin,Foxx,WDE,2009,1306,3,0.8294,Duke,Charlotte,NC,35.2270869,-80.8431268,Victory Christian Center School
4861,Walter Aikens,Walter,Aikens,ATH,2009,1838,2,0.775,Illinois,Charlotte,NC,35.2270869,-80.8431268,Harding University
4862,Walt Aikens,Walt,Aikens,ATH,2009,1841,2,0.7722,Illinois,Charlotte,NC,35.2270869,-80.8431268,Harding University
4863,Matt Pickett,Matt,Pickett,OLB,2009,1861,2,0.7667,Marshall,Charlotte,NC,35.2270869,-80.8431268,Providence
4864,Michael Rhynes,Michael,Rhynes,WR,2009,1927,2,0.7667,Marshall,Charlotte,NC,35.2270869,-80.8431268,Independence
4865,Trevor Black,Trevor,Black,OLB,2009,2089,2,0.7444,Marshall,Charlotte,NC,35.2270869,-80.8431268,West Mecklenburg
4866,Andrew Muller,Andrew,Muller,SDE,2009,2220,2,0.7,Miami (OH),Charlotte,NC,35.2270869,-80.8431268,Charlotte Catholic
4867,Jeffrey Hutchison,Jeffrey,Hutchison,TE,2009,2236,2,0.7,Ohio,Charlotte,NC,35.2270869,-80.8431268,North Carolina Tech
4868,Prince Shembo,Prince,Shembo,ILB,2010,347,3,0.8899,Notre Dame,Charlotte,NC,35.2270869,-80.8431268,Ardrey Kell
4869,David Durham,David,Durham,WDE,2010,597,3,0.8684,Ohio State,Charlotte,NC,35.2270869,-80.8431268,Charlotte Christian
4870,Ty Linton,Ty,Linton,OLB,2010,604,3,0.8684,North Carolina,Charlotte,NC,35.2270869,-80.8431268,Charlotte Christian
4871,Kelby Brown,Kelby,Brown,OLB,2010,618,3,0.867,Duke,Charlotte,NC,35.2270869,-80.8431268,Charlotte Christian
4872,Dechane Durante,Dechane,Durante,S,2010,1502,3,0.8333,Northern Illinois,Charlotte,NC,35.2270869,-80.8431268,Zebulon B. Vance
4873,Brandon Braxton,Brandon,Braxton,WR,2010,1611,3,0.8257,Duke,Charlotte,NC,35.2270869,-80.8431268,Providence
4874,Braxton Deaver,Braxton,Deaver,WR,2010,1665,3,0.8194,Duke,Charlotte,NC,35.2270869,-80.8431268,Providence
4875,Damon Magazu,Damon,Magazu,ATH,2010,1747,3,0.8115,East Carolina,Charlotte,NC,35.2270869,-80.8431268,Providence
4876,Dante Burton,Dante,Burton,TE,2010,2008,2,0.7894,Buffalo,Charlotte,NC,35.2270869,-80.8431268,North Carolina Tech
4877,Marquise Williams,Marquise,Williams,DUAL,2011,270,4,0.8931,North Carolina,Charlotte,NC,35.2270869,-80.8431268,Mallard Creek
4878,Justus Pickett,Justus,Pickett,ATH,2011,492,3,0.8631,Maryland,Charlotte,NC,35.2270869,-80.8431268,Ardrey Kell
4879,Drew Owens,Drew,Owens,TE,2011,581,3,0.858,South Carolina,Charlotte,NC,35.2270869,-80.8431268,Ardrey Kell
4880,Adrian Gamble,Adrian,Gamble,WR,2011,871,3,0.8416,Virginia,Charlotte,NC,35.2270869,-80.8431268,Independence
4881,Matthias Farley,Matthias,Farley,CB,2011,882,3,0.8413,Notre Dame,Charlotte,NC,35.2270869,-80.8431268,Charlotte Christian
4882,Cody Keith,Cody,Keith,DUAL,2011,1226,3,0.8181,East Carolina,Charlotte,NC,35.2270869,-80.8431268,Cheshire Academy
4883,Kyler Brown,Kyler,Brown,WDE,2011,1269,3,0.8157,Duke,Charlotte,NC,35.2270869,-80.8431268,Charlotte Christian
4884,Nyjee Fleming,Nyjee,Fleming,APB,2011,1393,3,0.8066,N/A,Charlotte,NC,35.2270869,-80.8431268,Independence
4885,Colton Walls,Colton,Walls,ILB,2011,1403,3,0.8059,Clemson,Charlotte,NC,35.2270869,-80.8431268,Charlotte Latin School
4886,Jalen Simmons,Jalen,Simmons,APB,2011,1450,3,0.8016,N/A,Charlotte,NC,35.2270869,-80.8431268,West Charlotte
4887,Daniel Rhodes,Daniel,Rhodes,TE,2011,1465,3,0.8,Illinois,Charlotte,NC,35.2270869,-80.8431268,Independence
4888,Miller Snyder,Miller,Snyder,K,2011,1510,2,0.795,North Carolina,Charlotte,NC,35.2270869,-80.8431268,Myers Park
4889,Britton Grier,Britton,Grier,OLB,2011,1557,2,0.7893,Duke,Charlotte,NC,35.2270869,-80.8431268,West Charlotte
4890,Tyler Gilbert,Tyler,Gilbert,ILB,2011,1608,2,0.7851,Arkansas,Charlotte,NC,35.2270869,-80.8431268,North Carolina Tech
4891,Kevin Asante,Kevin,Asante,WR,2011,1686,2,0.7758,Virginia Tech,Charlotte,NC,35.2270869,-80.8431268,Mallard Creek
4892,Devin Flowers,Devin,Flowers,OG,2011,1731,2,0.7699,N/A,Charlotte,NC,35.2270869,-80.8431268,Mallard Creek
4893,Price Litton,Price,Litton,PRO,2011,1880,2,0.7667,N/A,Charlotte,NC,35.2270869,-80.8431268,Providence Day School
4894,Sam Spence,Sam,Spence,PRO,2011,1961,2,0.7667,N/A,Charlotte,NC,35.2270869,-80.8431268,Charlotte Latin School
4895,Morgan Roberts,Morgan,Roberts,PRO,2011,2424,2,0.7333,Clemson,Charlotte,NC,35.2270869,-80.8431268,Charlotte Country Day
4896,D.J. Humphries,D.J.,Humphries,OT,2012,3,5,0.998,Florida,Charlotte,NC,35.2270869,-80.8431268,Mallard Creek
4897,Germone Hopper,Germone,Hopper,WR,2012,79,4,0.9632,Clemson,Charlotte,NC,35.2270869,-80.8431268,Phillip O. Berry Academy
4898,Nick Dawson,Nick,Dawson,ILB,2012,226,4,0.9176,Louisville,Charlotte,NC,35.2270869,-80.8431268,Phillip O. Berry Academy
4899,Romeo Okwara,Romeo,Okwara,WDE,2012,452,3,0.8823,Notre Dame,Charlotte,NC,35.2270869,-80.8431268,Ardrey Kell
4900,Jela Duncan,Jela,Duncan,RB,2012,484,3,0.8795,Duke,Charlotte,NC,35.2270869,-80.8431268,Mallard Creek
4901,Mark Harrell,Mark,Harrell,OT,2012,488,3,0.8794,Notre Dame,Charlotte,NC,35.2270869,-80.8431268,Charlotte Catholic
4902,Jamel Harbison,Jamel,Harbison,WR,2012,566,3,0.8746,Minnesota,Charlotte,NC,35.2270869,-80.8431268,Mallard Creek
4903,Kedrick Davis,Kedrick,Davis,WR,2012,684,3,0.8656,North Carolina,Charlotte,NC,35.2270869,-80.8431268,Phillip O. Berry Academy
4904,Cason Beatty,Cason,Beatty,P,2012,1603,3,0.8069,Florida State,Charlotte,NC,35.2270869,-80.8431268,Renaissance Olympic
4905,Casey Blaser,Casey,Blaser,OT,2012,1654,3,0.8044,Duke,Charlotte,NC,35.2270869,-80.8431268,South Mecklenburg
4906,Paul Griggs,Paul,Griggs,K,2012,1848,2,0.7915,Purdue,Charlotte,NC,35.2270869,-80.8431268,Charlotte Latin School
4907,Samuel Shisso,Samuel,Shisso,WR,2012,1949,2,0.7863,Miami (OH),Charlotte,NC,35.2270869,-80.8431268,East Mecklenburg
4908,Matt Cincotta,Matt,Cincotta,OLB,2012,2527,2,0.7581,Marshall,Charlotte,NC,35.2270869,-80.8431268,Charlotte Catholic
4909,Fadol Brown,Fadol,Brown,DT,2012,2620,2,0.7498,Florida International,Charlotte,NC,35.2270869,-80.8431268,North Carolina Tech
4910,Fozzy Whittaker,Fozzy,Whittaker,APB,2007,285,3,0.8844,Texas,Pearland,TX,29.5639758,-95.2864299,Pearland
4911,Sam Proctor,Sam,Proctor,ATH,2007,422,3,0.867,Oklahoma,Pearland,TX,29.5639758,-95.2864299,Pearland
4912,Nicholas Saenz,Nicholas,Saenz,CB,2008,1471,2,0.7889,Houston,Pearland,TX,29.5639758,-95.2864299,Pearland
4913,Jarrad Stewart,Jarrad,Stewart,S,2009,651,3,0.8639,Utah,Pearland,TX,29.5639758,-95.2864299,Pearland
4914,Kasey Carrier,Kasey,Carrier,APB,2009,1586,3,0.8083,New Mexico,Pearland,TX,29.5639758,-95.2864299,Pearland
4915,Darian Lazard,Darian,Lazard,WR,2010,560,3,0.8701,Houston,Pearland,TX,29.5639758,-95.2864299,Dawson
4916,Xavier Brown,Xavier,Brown,RB,2010,1280,3,0.8417,Houston,Pearland,TX,29.5639758,-95.2864299,Dawson
4917,Marcus Vaughn,Marcus,Vaughn,WR,2011,441,3,0.8667,N/A,Pearland,TX,29.5639758,-95.2864299,Dawson
4918,Robert Seals,Robert,Seals,SDE,2011,1639,2,0.7819,SMU,Pearland,TX,29.5639758,-95.2864299,Dawson
4919,Max Brown,Max,Brown,WDE,2011,1944,2,0.7667,N/A,Pearland,TX,29.5639758,-95.2864299,Dawson
4920,Kennedy Estelle,Kennedy,Estelle,OT,2012,52,4,0.9757,Texas,Pearland,TX,29.5639758,-95.2864299,Dawson
4921,Kendall Ehrlich,Kendall,Ehrlich,OLB,2012,502,3,0.8785,Baylor,Pearland,TX,29.5639758,-95.2864299,Pearland
4922,Kaniela Tuipulotu,Kaniela,Tuipulotu,DT,2007,287,3,0.8844,Arizona,Kahuku,HI,21.679124,-157.94838,Kahuku
4923,Nai Fotu,Nai,Fotu,ILB,2007,1174,3,0.8111,Utah,Kahuku,HI,21.679124,-157.94838,Kahuku
4924,John Manu-Olevao,John,Manu-Olevao,OT,2007,1181,3,0.8111,Hawaii,Kahuku,HI,21.679124,-157.94838,Kahuku
4925,Gary Nagy,Gary,Nagy,S,2007,1198,3,0.8111,Brigham Young,Kahuku,HI,21.679124,-157.94838,Kahuku
4926,Raymond Manumaleuna,Raymond,Manumaleuna,DT,2007,1883,2,0.7444,New Mexico State,Kahuku,HI,21.679124,-157.94838,Kahuku
4927,Shiloah Te'o,Shiloah,Te'o,S,2008,831,3,0.8434,Brigham Young,Kahuku,HI,21.679124,-157.94838,Kahuku
4928,Paipai Falemalu,Paipai,Falemalu,WDE,2008,1117,3,0.8212,Hawaii,Kahuku,HI,21.679124,-157.94838,Kahuku
4929,Anthony Siilata,Anthony,Siilata,DT,2008,1398,2,0.7889,Oregon State,Kahuku,HI,21.679124,-157.94838,Kahuku
4930,Alema Tachibana,Alema,Tachibana,OLB,2008,1761,2,0.7667,Hawaii,Kahuku,HI,21.679124,-157.94838,Kahuku
4931,Jray Galea'i,Jray,Galea'i,S,2009,824,3,0.8556,Brigham Young,Kahuku,HI,21.679124,-157.94838,Kahuku
4932,Aulola Tonga,Aulola,Tonga,S,2009,1507,3,0.8111,Hawaii,Kahuku,HI,21.679124,-157.94838,Kahuku
4933,Kamalani Alo,Kamalani,Alo,S,2009,2044,2,0.7642,Hawaii,Kahuku,HI,21.679124,-157.94838,Kahuku
4934,Kona Schwenke,Kona,Schwenke,WDE,2010,399,3,0.8843,Notre Dame,Kahuku,HI,21.679124,-157.94838,Kahuku
4935,Hau'oli Kikaha,Hau'oli,Kikaha,SDE,2010,971,3,0.8542,Washington,Kahuku,HI,21.679124,-157.94838,Kahuku
4936,Hau'oli Jamora,Hau'oli,Jamora,SDE,2010,983,3,0.8542,Washington,Kahuku,HI,21.679124,-157.94838,Kahuku
4937,Jackson KaKa,Jackson,KaKa,TE,2010,2225,2,0.7667,New Mexico State,Kahuku,HI,21.679124,-157.94838,Kahuku
4938,Tigi Hill,Tigi,Hill,CB,2011,1806,2,0.7667,Hawaii,Kahuku,HI,21.679124,-157.94838,Kahuku
4939,Ben Mamea,Ben,Mamea,ILB,2011,2538,2,0.7333,Hawaii,Kahuku,HI,21.679124,-157.94838,Kahuku
4940,Bennetton Fonua,Bennetton,Fonua,ILB,2012,2417,2,0.7657,Hawaii,Kahuku,HI,21.679124,-157.94838,Kahuku
4941,Von Miller,Von,Miller,OLB,2007,288,3,0.8844,Texas A&M,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4942,Terrance Wilkerson,Terrance,Wilkerson,ATH,2007,1761,2,0.7444,SMU,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4943,Cyrus Gray,Cyrus,Gray,RB,2008,70,4,0.9668,Texas A&M,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4944,Adrian  Bushell,Adrian, Bushell,CB,2008,220,4,0.9093,Florida,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4945,Tony Jerod-Eddie,Tony,Jerod-Eddie,DT,2008,391,3,0.8803,Texas A&M,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4946,Chris Atchison,Chris,Atchison,OG,2009,830,3,0.8556,SMU,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4947,Adrian White,Adrian,White,CB,2010,126,4,0.9411,Texas,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4948,Evan Washington,Evan,Washington,OT,2010,166,4,0.9279,LSU,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4949,Marcus Murphy,Marcus,Murphy,RB,2010,564,3,0.8701,Missouri,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4950,Brandon Forge,Brandon,Forge,SDE,2010,1905,3,0.8083,UTEP,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4951,Traun Roberson,Traun,Roberson,CB,2010,2041,2,0.7889,UTEP,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4952,Zach Orr,Zach,Orr,ILB,2010,2154,2,0.7667,North Texas,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4953,Vincent Eddie,Vincent,Eddie,CB,2010,2390,2,0.7556,Louisiana-Monroe,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4954,Cameron White,Cameron,White,WR,2011,277,4,0.8916,TCU,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4955,David Porter,David,Porter,WR,2011,497,3,0.8628,TCU,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4956,Marcus Hutchins,Marcus,Hutchins,OG,2011,585,3,0.8578,Texas,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4957,Austin Vincent,Austin,Vincent,WR,2011,1537,2,0.7915,N/A,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4958,Sam Ajala,Sam,Ajala,WR,2011,1909,2,0.7667,N/A,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4959,Ryan Polite,Ryan,Polite,PRO,2011,1993,2,0.7667,N/A,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4960,Antoinne Jimmerson,Antoinne,Jimmerson,RB,2011,2568,2,0.7333,North Texas,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4961,Curtis Riser,Curtis,Riser,OG,2012,54,4,0.9737,Texas,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4962,Bryson Echols,Bryson,Echols,CB,2012,186,4,0.9266,Texas,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4963,Michael Richardson,Michael,Richardson,WDE,2012,393,3,0.8886,Texas A&M,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4964,Jalen Mills,Jalen,Mills,CB,2012,638,3,0.8692,LSU,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4965,Alex Lyons,Alex,Lyons,OLB,2012,1332,3,0.8216,Rice,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4966,Devin Rushing,Devin,Rushing,RB,2012,1709,3,0.8013,Air Force,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4967,Ridge Jones,Ridge,Jones,WR,2012,1908,2,0.7891,New Mexico,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4968,Tony Cook,Tony,Cook,WR,2012,2713,2,0.7431,Louisiana-Monroe,DeSoto,TX,32.6060145,-96.86565754,DeSoto
4969,Jordan Campbell,Jordan,Campbell,ILB,2007,290,3,0.883,USC,Norco,CA,33.9323307,-117.5508901,Norco
4970,Garth Gerhart,Garth,Gerhart,OG,2007,388,3,0.8733,Arizona State,Norco,CA,33.9323307,-117.5508901,Norco
4971,Adam Tello,Adam,Tello,OG,2007,690,3,0.8448,Arizona State,Norco,CA,33.9323307,-117.5508901,Norco
4972,Kyle Johnson,Kyle,Johnson,OT,2008,552,3,0.8653,Arizona State,Norco,CA,33.9323307,-117.5508901,Norco
4973,Damion Whittington,Damion,Whittington,OLB,2008,1091,3,0.8247,Fresno State,Norco,CA,33.9323307,-117.5508901,Norco
4974,Jared Koster,Jared,Koster,ILB,2009,2040,2,0.766,UCLA,Norco,CA,33.9323307,-117.5508901,Norco
4975,Deantre Lewis,Deantre,Lewis,RB,2010,352,3,0.8896,Arizona State,Norco,CA,33.9323307,-117.5508901,Norco
4976,Carl Bradford,Carl,Bradford,ILB,2010,621,3,0.867,Arizona State,Norco,CA,33.9323307,-117.5508901,Norco
4977,Joseph Smith,Joseph,Smith,CB,2010,702,3,0.8639,Utah,Norco,CA,33.9323307,-117.5508901,Norco
4978,Kelsey Young,Kelsey,Young,RB,2011,166,4,0.9236,Stanford,Norco,CA,33.9323307,-117.5508901,Norco
4979,Brent Walker,Brent,Walker,OG,2011,720,3,0.8503,Arizona State,Norco,CA,33.9323307,-117.5508901,Norco
4980,Greg Henderson,Greg,Henderson,CB,2011,1736,2,0.7694,Colorado,Norco,CA,33.9323307,-117.5508901,Norco
4981,Scott Felix,Scott,Felix,ILB,2012,131,4,0.9438,USC,Norco,CA,33.9323307,-117.5508901,Norco
4982,Corbin McCarthy,Corbin,McCarthy,S,2012,2539,2,0.7581,Duke,Norco,CA,33.9323307,-117.5508901,Norco
4983,Bradley Starks,Bradley,Starks,DUAL,2007,292,3,0.8813,West Virginia,Orange,VA,38.2454106,-78.1108342,Orange Co.
4984,Quintin Hunter,Quintin,Hunter,ATH,2009,381,3,0.8844,Virginia,Orange,VA,38.2454106,-78.1108342,Orange Co.
4985,Brandon Carswell,Brandon,Carswell,WR,2007,295,3,0.8813,USC,Milpitas,CA,37.4282724,-121.9066238,Milpitas
4986,Charles Satchell,Charles,Satchell,WR,2008,430,3,0.8778,California,Milpitas,CA,37.4282724,-121.9066238,Milpitas
4987,Steven Fanua,Steven,Fanua,OLB,2009,690,3,0.8622,California,Milpitas,CA,37.4282724,-121.9066238,Milpitas
4988,Lemaki Musika,Lemaki,Musika,ILB,2012,2882,2,0.7333,San Jose State,Milpitas,CA,37.4282724,-121.9066238,Milpitas
4989,Alfred McCullough,Alfred,McCullough,OG,2007,296,3,0.8813,Alabama,Athens,AL,34.8283825,-86.91713375,Athens
4990,William Ming,William,Ming,SDE,2009,269,4,0.8993,Alabama,Athens,AL,34.8283825,-86.91713375,Athens
4991,Stephen Rivers,Stephen,Rivers,PRO,2011,576,3,0.8584,LSU,Athens,AL,34.8283825,-86.91713375,Athens
4992,Devin Robinson,Devin,Robinson,RB,2011,1916,2,0.7667,South Alabama,Athens,AL,34.8283825,-86.91713375,East Limestone
4993,Joshua Appleby,Joshua,Appleby,K,2012,1528,3,0.8109,Louisville,Athens,AL,34.8283825,-86.91713375,East Limestone
4994,Rishaw Johnson,Rishaw,Johnson,OG,2007,297,3,0.8813,Mississippi,Hammond,LA,41.5833658,-87.500043,Hammond
4995,Corey Eason,Corey,Eason,SDE,2007,298,3,0.8813,Boston College,Mansfield,MA,42.0334326,-71.2189405,Mansfield
4996,Josh Marks,Josh,Marks,OT,2007,299,3,0.8795,Penn State,Catawissa,PA,40.9548267,-76.4609868,Southern Columbia
4997,Henry Hynoski,Henry,Hynoski,FB,2007,639,3,0.8497,Pittsburgh,Catawissa,PA,40.9548267,-76.4609868,Southern Columbia
4998,Ryan Houston,Ryan,Houston,RB,2007,300,3,0.8795,North Carolina,Matthews,NC,35.1170873,-80.723718,Butler
4999,Marc Yerry,Marc,Yerry,OT,2007,1560,2,0.7667,Oklahoma State,Matthews,NC,35.1170873,-80.723718,Weddington
5000,Spencer Adams,Spencer,Adams,S,2008,106,4,0.9473,Clemson,Matthews,NC,35.1170873,-80.723718,Butler
5001,Robert Blanton,Robert,Blanton,CB,2008,271,4,0.8979,Notre Dame,Matthews,NC,35.1170873,-80.723718,Butler
5002,Jacob Charest,Jacob,Charest,PRO,2008,605,3,0.8622,Illinois,Matthews,NC,35.1170873,-80.723718,Butler
5003,Eddie Whitley,Eddie,Whitley,S,2008,619,3,0.8604,Virginia Tech,Matthews,NC,35.1170873,-80.723718,Butler
5004,Jarrett Boykin,Jarrett,Boykin,WR,2008,854,3,0.8417,Virginia Tech,Matthews,NC,35.1170873,-80.723718,Butler
5005,Hawatha Bell,Hawatha,Bell,ILB,2009,310,4,0.8917,North Carolina,Matthews,NC,35.1170873,-80.723718,Butler
5006,Anthony Boone,Anthony,Boone,DUAL,2010,652,3,0.8653,Duke,Matthews,NC,35.1170873,-80.723718,Weddington
5007,Darius Kilgo,Darius,Kilgo,DT,2010,1291,3,0.8417,Maryland,Matthews,NC,35.1170873,-80.723718,Weddington
5008,Christian LeMay,Christian,LeMay,PRO,2011,70,4,0.9637,Georgia,Matthews,NC,35.1170873,-80.723718,Butler
5009,Kris Frost,Kris,Frost,OLB,2011,100,4,0.9508,Auburn,Matthews,NC,35.1170873,-80.723718,Butler
5010,Deion Walker,Deion,Walker,RB,2011,1752,2,0.7682,N/A,Matthews,NC,35.1170873,-80.723718,Butler
5011,Mark Bridges,Mark,Bridges,S,2011,1760,2,0.7682,N/A,Matthews,NC,35.1170873,-80.723718,Butler
5012,Jahwan Edwards,Jahwan,Edwards,RB,2011,2135,2,0.7444,Ball State,Matthews,NC,35.1170873,-80.723718,Butler
5013,Johnny Brown,Johnny,Brown,ATH,2007,301,3,0.8795,Mississippi,Charleston,MS,34.00678,-90.0567563,Charleston
5014,Vance Cuff,Vance,Cuff,CB,2007,304,3,0.8795,Georgia,Moultrie,GA,31.1811523,-83.7878809,Colquitt County
5015,Cameron Erving,Cameron,Erving,DT,2010,851,3,0.859,Florida State,Moultrie,GA,31.1811523,-83.7878809,Colquitt County
5016,Xzavier Ward,Xzavier,Ward,OT,2011,405,3,0.8706,Georgia,Moultrie,GA,31.1811523,-83.7878809,Colquitt County
5017,Tevin King,Tevin,King,RB,2011,2280,2,0.7333,Louisiana Tech,Moultrie,GA,31.1811523,-83.7878809,Colquitt County
5018,Ty Flournoy-Smith,Ty,Flournoy-Smith,TE,2012,486,3,0.8794,Georgia,Moultrie,GA,31.1811523,-83.7878809,Colquitt County
5019,Bryce Giddens,Bryce,Giddens,OC,2012,2092,2,0.7765,Arkansas State,Moultrie,GA,31.1811523,-83.7878809,Colquitt County
5020,Preston Mobley,Preston,Mobley,OG,2012,2144,2,0.7732,N/A,Moultrie,GA,31.1811523,-83.7878809,Colquitt County
5021,Daryl Vereen,Daryl,Vereen,OLB,2007,306,3,0.8795,Tennessee,Huntersville,NC,35.410845,-80.8429094,North Mecklenburg
5022,Chris Gilbert,Chris,Gilbert,ATH,2008,1593,2,0.7667,Kent State,Huntersville,NC,35.410845,-80.8429094,Hopewell
5023,Denzel Heath,Denzel,Heath,S,2012,1550,3,0.8099,Hampton,Huntersville,NC,35.410845,-80.8429094,Hopewell
5024,Sidney Glover,Sidney,Glover,S,2007,310,3,0.8795,West Virginia,Warren,OH,41.237557,-80.818417,Warren G Harding
5025,Daniel Herron,Daniel,Herron,RB,2007,361,3,0.875,Ohio State,Warren,OH,41.237557,-80.818417,Warren G Harding
5026,Marlin Parker,Marlin,Parker,WDE,2007,1072,3,0.8198,Toledo,Warren,OH,41.237557,-80.818417,Warren G Harding
5027,Anthony Kokal,Anthony,Kokal,S,2007,1590,2,0.7667,Miami (OH),Warren,OH,41.237557,-80.818417,John F Kennedy
5028,Chris Anzevino,Chris,Anzevino,DT,2007,1753,2,0.7444,Kent State,Warren,OH,41.237557,-80.818417,Warren G Harding
5029,Jared Province,Jared,Province,S,2008,2101,2,0.7,Akron,Warren,OH,41.237557,-80.818417,John F Kennedy
5030,Tyler Scott,Tyler,Scott,OLB,2009,1293,3,0.8306,Northwestern,Warren,OH,41.237557,-80.818417,Howland
5031,Aunre Davis,Aunre,Davis,CB,2009,1346,3,0.8257,Bowling Green,Warren,OH,41.237557,-80.818417,Warren G Harding
5032,Davion Rogers,Davion,Rogers,OLB,2010,461,3,0.8764,Michigan,Warren,OH,41.237557,-80.818417,Warren G Harding
5033,Mike Dorsey,Mike,Dorsey,S,2010,509,3,0.8733,West Virginia,Warren,OH,41.237557,-80.818417,Warren G Harding
5034,D.J. Williamson,D.J.,Williamson,WR,2010,978,3,0.8542,Michigan,Warren,OH,41.237557,-80.818417,Warren G Harding
5035,Lewellyn Coker,Lewellyn,Coker,ILB,2010,1708,3,0.8163,Syracuse,Warren,OH,41.237557,-80.818417,Warren G Harding
5036,Ryan McCollum,Ryan,McCollum,OLB,2010,2257,2,0.7667,Army,Warren,OH,41.237557,-80.818417,John F Kennedy
5037,Anthony Stanko,Anthony,Stanko,OG,2012,841,3,0.8524,Penn State,Warren,OH,41.237557,-80.818417,Howland
5038,Steven Threet,Steven,Threet,PRO,2007,311,3,0.8781,Georgia Tech,Adrian,MI,41.8975152,-84.0373054,Adrian
5039,Brad Ohrman,Brad,Ohrman,TE,2007,2035,2,0.7222,Eastern Michigan,Adrian,MI,41.8975152,-84.0373054,Adrian
5040,Dylan Farrington,Dylan,Farrington,WDE,2009,1077,3,0.8417,Bowling Green,Adrian,MI,41.8975152,-84.0373054,Adrian
5041,Jerrod Dillard,Jerrod,Dillard,WR,2009,1877,2,0.7667,Akron,Adrian,MI,41.8975152,-84.0373054,Adrian
5042,Travis Lewis,Travis,Lewis,ILB,2007,312,3,0.8781,Oklahoma,San Antonio,TX,29.4246002,-98.4951405,South San Antonio
5043,Nick Fanuzzi,Nick,Fanuzzi,DUAL,2007,440,3,0.8653,Alabama,San Antonio,TX,29.4246002,-98.4951405,Churchill
5044,Ian Harris,Ian,Harris,TE,2007,715,3,0.8417,Texas,San Antonio,TX,29.4246002,-98.4951405,Churchill
5045,Adam Arthur,Adam,Arthur,WDE,2007,1165,3,0.8111,UAB,San Antonio,TX,29.4246002,-98.4951405,Reagan
5046,Blair Peterson,Blair,Peterson,PRO,2007,1238,3,0.8111,New Mexico,San Antonio,TX,29.4246002,-98.4951405,Churchill
5047,Sam Dibrell,Sam,Dibrell,WR,2007,1671,2,0.7667,North Texas,San Antonio,TX,29.4246002,-98.4951405,Alamo Heights
5048,Jesse DeSoto,Jesse,DeSoto,DT,2007,1757,2,0.7444,North Texas,San Antonio,TX,29.4246002,-98.4951405,Lee
